Code,Exchange,Product Name,Group,Subgroup,Option?,Close
SVW,IFEU,Jet Fuel Diff - Singapore Jet Kerosene Cargoes (Platts) vs Singapore Gasoil 0.05% (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
BAQ,IFEU,Jet Fuel Diff – Singapore Jet Kerosene Cargoes (Platts) vs Singapore Gasoil 10 ppm (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
JCG,IFED,Jet Fuel Outright - Gulf Coast Jet Fuel (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
JCN,IFEU,Jet Fuel Outright - Jet CIF NWE Cargoes (Platts) Average Price Options,Energy,Crude Oil and Refined Products,true,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
FNX,IFEU,Jet Fuel Outright - Jet CIF NWE Cargoes (Platts) Balmo Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
JCP,IFEU,Jet Fuel Outright - Jet FOB MED Cargoes (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
JCL,IFEU,Jet Fuel Outright - Jet FOB Med Cargoes (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
RSM,IFEU,Jet Fuel Outright - Singapore Jet Kerosene (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
CGL,IFEU,Jet Fuel Outright - Singapore Jet Kerosene Cargoes (Platts) Balmo Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
JCQ,IFEU,Jet Outright - Jet FOB Med Cargoes (Platts) Balmo Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
JKM,IFEU,JKM LNG (Platts) Average Price Options,Energy,Liquified Natural Gas,true,23:00UTC
JKD,IFEU,JKM LNG (Platts) Balmo Future,Energy,Liquified Natural Gas,false,23:00UTC
JKM,IFEU,JKM LNG (PLATTS) Future,Energy,Liquified Natural Gas,false,23:00UTC
JKH,IFEU,JKM LNG (Platts) Half Month Futures,Energy,Liquified Natural Gas,false,23:00UTC
KTB,IFED,Katy Basis Future,Energy,Natural Gas,false,23:00UTC
KTI,IFED,Katy Index Future,Energy,Natural Gas,false,23:00UTC
KTS,IFED,Katy Swing Future,Energy,Natural Gas,false,23:00UTC
KSS,IFED,Kern Delivered Swing Future,Energy,Natural Gas,false,23:00UTC
UUM,IFEU,Low Sulphur Gasoil 1-Month Calendar Spread Options,Energy,Crude Oil and Refined Products,true,23:05UTC
ULA,IFEU,Low Sulphur Gasoil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
ULA,IFEU,Low Sulphur Gasoil Average Price Options,Energy,Crude Oil and Refined Products,true,23:05UTC
UUB,IFEU,Low Sulphur Gasoil Bullet Future,Energy,Crude Oil and Refined Products,false,23:00UTC
G,IFEU,Low Sulphur Gasoil  American-Style Options,Energy,Crude Oil and Refined Products,true,23:00UTC
,IFEU,Low Sulphur Gasoil/Brent Futures Crack,Energy,Crude Oil and Refined Products,false,23:00UTC
,IFEU,Low Sulphur Gasoil/Permian WTI Futures Crack,Energy,Crude Oil and Refined Products,false,23:00UTC
M42,IFEU,M42 (IHS McCloskey) Coal Futures,Energy,Coal,false,23:00UTC
MLN,IFED,Malin Basis Future,Energy,Natural Gas,false,23:00UTC
MAF,IFED,Malin Fixed Price Future,Energy,Natural Gas,false,23:00UTC
MIS,IFED,Malin Index Future,Energy,Natural Gas,false,23:00UTC
MSS,IFED,Malin Swing Future,Energy,Natural Gas,false,23:00UTC
BMO,IFEU,Methanol Outright - Argus Methanol FOB Rotterdam Barge Future,Energy,Crude Oil and Refined Products,false,23:00UTC
NMC,IFED,Michcon Basis Future,Energy,Natural Gas,false,23:00UTC
FQM,IFED,Michcon Fixed Price Future,Energy,Natural Gas,false,23:00UTC
NMI,IFED,Michcon Index Future,Energy,Natural Gas,false,23:00UTC
NMS,IFED,Michcon Swing Future,Energy,Natural Gas,false,23:00UTC
MXO,IFED,Mid-Columbia Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
OMC,IFED,Mid-Columbia Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
MPD,IFED,Mid-Columbia Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
MDC,IFED,Mid-Columbia Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
MRB,IFED,Millennium East Pool Basis Future,Energy,Natural Gas,false,23:00UTC
MRB,IFED,Millennium East Pool Basis Future (Lots),Energy,Natural Gas,false,23:00UTC
MRA,IFED,Millennium East Pool Index Future,Energy,Natural Gas,false,23:00UTC
MRC,IFED,Millennium East Pool Swing Future,Energy,Natural Gas,false,23:00UTC
BM,IFSG,Mini Brent Crude Futures (100 BBL),Energy,Crude Oil and Refined Products,false,23:00UTC
GM,IFSG,Mini Low Sulphur Gasoil Futures (10mt),Energy,Crude Oil and Refined Products,false,23:00UTC
TM,IFSG,Mini WTI Crude Futures (100 BBL),Energy,Crude Oil and Refined Products,false,23:00UTC
MAB,IFED,MISO AMIL.BGS6 Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
BGB,IFED,MISO AMIL.BGS6 Day-Ahead Off-peak Fixed Price Future,Energy,Electricity,false,23:00UTC
MAA,IFED,MISO AMIL.BGS6 Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
BGA,IFED,MISO AMIL.BGS6 Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
MRE,IFED,MISO Arkansas Hub Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
ALO,IFED,MISO Arkansas Hub Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
MRD,IFED,MISO Arkansas Hub Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
ALP,IFED,MISO Arkansas Hub Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
MLD,IFED,MISO Illinois Hub Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
MLB,IFED,MISO Illinois Hub Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
MOD,IFED,MISO Indiana Hub Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
MCD,IFED,MISO Indiana Hub Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
MDA,IFED,MISO Indiana Hub Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
IOP,IFED,MISO Indiana Hub Real-Time Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
CPO,IFED,MISO Indiana Hub Real-Time Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
IDP,IFED,MISO Indiana Hub Real-Time Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
IDO,IFED,MISO Indiana Hub Real-Time Peak Daily Look Back Fixed Price Future,Energy,Electricity,false,23:00UTC
MLR,IFED,MISO Louisiana Hub Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
LFO,IFED,MISO Louisiana Hub Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
MLQ,IFED,MISO Louisiana Hub Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
LFP,IFED,MISO Louisiana Hub Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
MIM,IFED,MISO Michigan Hub Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
MGQ,IFED,MISO Michigan Hub Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
MIL,IFED,MISO Michigan Hub Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
MGP,IFED,MISO Michigan Hub Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
MDQ,IFED,MISO Minnesota Hub Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
MDO,IFED,MISO Minnesota Hub Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
MDN,IFED,MISO Minnesota Hub Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
MDP,IFED,MISO Minnesota Hub Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
MDS,IFED,MISO Texas Hub Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
TDQ,IFED,MISO Texas Hub Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
MDR,IFED,MISO Texas Hub Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
TDP,IFED,MISO Texas Hub Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
TPO,IFED,MISO Texas Hub Real-Time Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
TPP,IFED,MISO Texas Hub Real-Time Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
CFM,IFEU,Monthly CFD - Dated Brent (Platts) Vs First Month BFOE (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
CFL,IFEU,Monthly CFD - Dated Brent CFD (Platts) vs Second Month BFOE (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
,IFAD,Murban Crude Oil Futures,Energy,Crude Oil and Refined Products,false,23:00UTC
NJD,IFEU,Naphtha C+F Japan Balmo Future,Energy,Crude Oil and Refined Products,false,22:05UTC
NEC,IFEU,Naphtha CIF NWE Cargoes (Platts) Average Price Options,Energy,Crude Oil and Refined Products,true,23:05UTC
NAM,IFEU,Naphtha CIF NWE Cargoes (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
NEC,IFEU,Naphtha CIF NWE Cargoes Future,Energy,Crude Oil and Refined Products,false,23:00UTC
NBH,IFEU,Naphtha Crack - Naphtha C+F Japan (Platts) vs Brent 1st Line Balmo Future (in Bbl),Energy,Crude Oil and Refined Products,false,23:00UTC
NBG,IFEU,Naphtha Crack - Naphtha C+F Japan (Platts) vs Brent 1st Line Future (in Bbls),Energy,Crude Oil and Refined Products,false,23:00UTC
,IFAD,Naphtha Crack - Naphtha C+F Japan (Platts) vs Murban 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
NBL,IFEU,Naphtha Crack - Naphtha CIF NWE Cargoes (Platts) vs Brent 1st Line Balmo Future (in Bbls),Energy,Crude Oil and Refined Products,false,23:00UTC
NBB,IFEU,Naphtha Crack - Naphtha CIF NWE Cargoes (Platts) vs Brent 1st Line Future (in bbls),Energy,Crude Oil and Refined Products,false,23:00UTC
NCB,IFEU,Naphtha Crack - Naphtha CIF NWE Cargoes vs Brent 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
NOB,IFEU,Naphtha Crack - Naphtha CIF NWE Cargoes vs Brent 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
NOB,IFEU,Naphtha Crack - Naphtha CIF NWE Cargoes vs Brent 1st Line Options,Energy,Crude Oil and Refined Products,true,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
JOD,IFEU,Naphtha Diff - Naphtha C+F Japan Cargoes (Platts) vs Naphtha CIF NWE Cargoes (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
JOE,IFEU,Naphtha Diff - Naphtha C+F Japan vs Naphtha CIF NWE Cargoes Future,Energy,Crude Oil and Refined Products,false,23:00UTC
NIT,IFEU,Naphtha FOB Med Cargoes (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DNE,IFEU,Naphtha Outright - Daily Naphtha C+F Japan (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DNC,IFEU,Naphtha Outright - Daily Naphtha CIF NWE Cargoes (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
NJB,IFEU,Naphtha Outright - Naphtha C+F Japan (Platts) Balmo Mini Future,Energy,Crude Oil and Refined Products,false,22:05UTC
NJM,IFEU,Naphtha Outright - Naphtha C+F Japan (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
NJC,IFEU,Naphtha Outright - Naphtha C+F Japan Cargo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
NEH,IFEU,Naphtha Outright - Naphtha CIF NWE Cargoes (Platts) Balmo Average Price Options,Energy,Crude Oil and Refined Products,true,23:05UTC
NEH,IFEU,Naphtha Outright - Naphtha CIF NWE Cargoes (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
NBA,IFEU,Naphtha Outright - Naphtha CIF NWE Cargoes (Platts) Future (in bbls),Energy,Crude Oil and Refined Products,false,23:00UTC
NIU,IFEU,Naphtha Outright - Naphtha FOB Med Cargoes (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
NIM,IFEU,Naphtha Outright - Naphtha FOB Med Cargoes (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
NSM,IFEU,Naphtha Outright - Singapore Naphtha (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
NAO,IFEU,Naphtha Outright – Naphtha CIF NWE Cargoes (Platts) Balmo Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
NGC,IFED,Natural Gasoline  OPIS Conway In-Well Future,Energy,Natural Gas Liquids,false,23:00UTC
NGG,IFED,Natural Gasoline  OPIS Conway In-Well  Fixed Price Balmo Future,Energy,Natural Gas Liquids,false,23:00UTC
NGE,IFED,Natural Gasoline  OPIS Mt. Belvieu Non-TET Average Price Options,Energy,Natural Gas Liquids,true,23:00UTC
GCY,IFED,Natural Gasoline  OPIS Mt. Belvieu Non-TET vs Naphtha CIF NWE Cargoes (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
NGW,IFED,Natural Gasoline  OPIS Mt. Belvieu Non-TET vs WTI 1st Line Future,Energy,Natural Gas Liquids,false,23:00UTC
NGF,IFED,Natural Gasoline  OPIS Mt. Belvieu Non-TET  Fixed Price Balmo Future,Energy,Natural Gas Liquids,false,23:00UTC
NBC,IFED,Natural Gasoline  OPIS Mt. Belvieu Other Non-TET Future,Energy,Natural Gas Liquids,false,23:00UTC
NGL,IFED,Natural Gasoline  OPIS Mt. Belvieu TET Future,Energy,Natural Gas Liquids,false,23:00UTC
NGK,IFED,Natural Gasoline  OPIS Mt. Belvieu TET  Fixed Price Balmo Future,Energy,Natural Gas Liquids,false,23:00UTC
UND,IFEU,NBP Natural Gas Daily Financial Futures (ICIS),Energy,Natural Gas,false,17:00UTC
GNP,NDEX,NCG Natural Gas Options (Futures Style Margin),Energy,Natural Gas,true,17:00UTC
ETN,IFED,New York Ethanol Future,Energy,Crude Oil and Refined Products,false,23:00UTC
NGB,IFED,NGL Basket  OPIS Mt. Belvieu Non-TET Future,Energy,Natural Gas Liquids,false,23:00UTC
MCO,IFED,NGPL Midcont Basis Future,Energy,Natural Gas,false,23:00UTC
MCN,IFED,NGPL Midcont Fixed Price Future,Energy,Natural Gas,false,23:00UTC
MCI,IFED,NGPL Midcont Index Future,Energy,Natural Gas,false,23:00UTC
MTS,IFED,NGPL Midcont Swing Future,Energy,Natural Gas,false,23:00UTC
NSX,IFED,NGPL STX Basis Future,Energy,Natural Gas,false,23:00UTC
NXI,IFED,NGPL STX Index Future,Energy,Natural Gas,false,23:00UTC
NXS,IFED,NGPL STX Swing Future,Energy,Natural Gas,false,23:00UTC
NTO,IFED,NGPL TXOK Basis Future,Energy,Natural Gas,false,23:00UTC
NTH,IFED,NGPL TXOK Fixed Price Future,Energy,Natural Gas,false,23:00UTC
NTI,IFED,NGPL TXOK Index Future,Energy,Natural Gas,false,23:00UTC
NTS,IFED,NGPL TXOK Swing Future,Energy,Natural Gas,false,23:00UTC
DEM,IFED,NNG Demarc Basis Future,Energy,Natural Gas,false,23:00UTC
DEI,IFED,NNG Demarc Index Future,Energy,Natural Gas,false,23:00UTC
DES,IFED,NNG Demarc Swing Future,Energy,Natural Gas,false,23:00UTC
NVE,IFED,NNG Ventura Basis Future,Energy,Natural Gas,false,23:00UTC
NNH,IFED,NNG Ventura Fixed Price Future,Energy,Natural Gas,false,23:00UTC
NNI,IFED,NNG Ventura Index Future,Energy,Natural Gas,false,23:00UTC
NNS,IFED,NNG Ventura Swing Future,Energy,Natural Gas,false,23:00UTC
DNB,NDEX,Nordic Power Financial Base Daily Futures,Energy,Electricity,false,17:00UTC
NRB,NDEX,Nordic Power Financial Base Futures,Energy,Electricity,false,17:00UTC
NBE,IFED,Normal Butane OPIS Mt. Belvieu Other Non-TET Future,Energy,Natural Gas Liquids,false,23:00UTC
IBC,IFED,Normal Butane  OPIS Conway In-Well Future,Energy,Natural Gas Liquids,false,23:00UTC
IBD,IFED,Normal Butane  OPIS Conway In-Well  Fixed Price Balmo Future,Energy,Natural Gas Liquids,false,23:00UTC
BUE,IFED,Normal Butane  OPIS LST ISOM Grade Future,Energy,Natural Gas Liquids,false,23:00UTC
NBI,IFED,Normal Butane  OPIS Mt. Belvieu Non-TET Average Price Options,Energy,Natural Gas Liquids,true,23:00UTC
NBJ,IFED,Normal Butane  OPIS Mt. Belvieu Non-TET  Fixed Price Balmo Future,Energy,Natural Gas Liquids,false,23:00UTC
NBR,IFED,Normal Butane  OPIS Mt. Belvieu TET Future,Energy,Natural Gas Liquids,false,23:00UTC
NBS,IFED,Normal Butane  OPIS Mt. Belvieu TET  Fixed Price Balmo Future,Energy,Natural Gas Liquids,false,23:00UTC
NWR,IFED,NWP Rockies Basis Future,Energy,Natural Gas,false,23:00UTC
FQR,IFED,NWP Rockies Fixed Price Future,Energy,Natural Gas,false,23:00UTC
RSI,IFED,NWP Rockies Index Future,Energy,Natural Gas,false,23:00UTC
RSS,IFED,NWP Rockies Swing Future,Energy,Natural Gas,false,23:00UTC
NSU,IFED,NWP Sumas Basis Future,Energy,Natural Gas,false,23:00UTC
NIS,IFED,NWP Sumas Index Future,Energy,Natural Gas,false,23:00UTC
NSS,IFED,NWP Sumas Swing Future,Energy,Natural Gas,false,23:00UTC
N,IFEU,NYH (RBOB) Gasoline Futures,Energy,Crude Oil and Refined Products,false,23:00UTC
N,IFEU,NYH (RBOB) Gasoline/Heating Oil Futures Spread,Energy,Crude Oil and Refined Products,false,23:00UTC
N,IFEU,NYH (RBOB) Gasoline/Low Sulphur Gasoil Futures Spread,Energy,Crude Oil and Refined Products,false,23:00UTC
,IFEU,NYH (RBOB) Gasoline/Permian WTI Futures Crack,Energy,Crude Oil and Refined Products,false,23:00UTC
,IFEU,NYH (RBOB) Gasoline/WTI Futures Crack,Energy,Crude Oil and Refined Products,false,23:00UTC
,IFEU,NYH ULSHO/Brent Futures Crack,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
,IFEU,NYH ULSHO/Low Sulphur Gasoil Futures Spread,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
,IFEU,NYH ULSHO/Permian WTI Futures Crack,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
,IFEU,NYH ULSHO/WTI Futures Crack,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
NYU,IFED,NYISO Lower Hudson Valley Capacity Fixed Price Future,Energy,Electricity,false,23:00UTC
NYC,IFED,NYISO NYC In-city Capacity Fixed Price Future,Energy,Electricity,false,23:00UTC
NYR,IFED,NYISO Rest Of State Capacity Fixed Price Future,Energy,Electricity,false,23:00UTC
APO,IFED,NYISO Zone A Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
AOP,IFED,NYISO Zone A Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
ADP,IFED,NYISO Zone A Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
NAY,IFED,NYISO Zone A Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
NRS,IFED,NYISO Zone A Real-Time Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
NRR,IFED,NYISO Zone A Real-Time Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
ZBD,IFED,NYISO Zone B Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
ZBB,IFED,NYISO Zone B Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
NCO,IFED,NYISO Zone C Day-Ahead LBMP Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
NCP,IFED,NYISO Zone C Day-Ahead LBMP Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
ZCD,IFED,NYISO Zone C Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
ZCB,IFED,NYISO Zone C Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
NDM,IFED,NYISO Zone D Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
NDS,IFED,NYISO Zone D Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
NDL,IFED,NYISO Zone D Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
NDR,IFED,NYISO Zone D Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
ZED,IFED,NYISO Zone E Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
ZEB,IFED,NYISO Zone E Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
NFO,IFED,NYISO Zone F Day-Ahead LBMP Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
NFP,IFED,NYISO Zone F Day-Ahead LBMP Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
ZFD,IFED,NYISO Zone F Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
ZFB,IFED,NYISO Zone F Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
NOD,IFED,NYISO Zone G Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
NGO,IFED,NYISO Zone G Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
GDP,IFED,NYISO Zone G Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
NGY,IFED,NYISO Zone G Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
NRQ,IFED,NYISO Zone G Real-Time Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
NRN,IFED,NYISO Zone G Real-Time Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
ZIL,IFED,NYISO Zone I Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
ZIK,IFED,NYISO Zone I Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
NOJ,IFED,NYISO Zone J Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
NJO,IFED,NYISO Zone J Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
JDP,IFED,NYISO Zone J Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
NJY,IFED,NYISO Zone J Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
NKO,IFED,NYISO Zone K Day-Ahead LBMP Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
NKP,IFED,NYISO Zone K Day-Ahead LBMP Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
ZKD,IFED,NYISO Zone K Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
ZKB,IFED,NYISO Zone K Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
ONS,IFED,ONEOK Gas Swing Future,Energy,Natural Gas,false,23:00UTC
ONI,IFED,ONEOK Gas Transporation Index Future,Energy,Natural Gas,false,23:00UTC
ONE,IFED,ONEOK Gas Transportation Basis Future,Energy,Natural Gas,false,23:00UTC
FQN,IFED,Option on AB NIT Fixed Price Future,Energy,Natural Gas,true,23:00UTC
ALG,IFED,Option on Algonquin Citygates Fixed Price Future,Energy,Natural Gas,true,23:00UTC
WAB,IFEU,Option on Brent Crude Futures Weekly,Energy,Crude Oil and Refined Products,true,23:00UTC
DPN,IFED,Option on CAISO NP-15 Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,true,23:00UTC
NPM,IFED,Option on CAISO NP-15 Day-Ahead Peak Fixed Price Future,Energy,Electricity,true,23:00UTC
OFP,IFED,Option on CAISO SP-15 Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,true,23:00UTC
SDP,IFED,Option on CAISO SP-15 Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,true,23:00UTC
SPM,IFED,Option on CAISO SP-15 Day-Ahead Peak Fixed Price Future,Energy,Electricity,true,23:00UTC
CGA,IFED,Option on CG Mainline Fixed Price Future,Energy,Natural Gas,true,23:00UTC
CFB,IFED,Option on Chicago Fixed Price Future,Energy,Natural Gas,true,23:00UTC
CRA,IFED,Option on CIG Rockies Fixed Price Future,Energy,Natural Gas,true,23:00UTC
BDE,IFEU,Option on Daily EU-Style Brent Future,Energy,Crude Oil and Refined Products,true,23:00UTC
TDE,IFED,Option on Daily EU-Style WTI Future,Energy,Crude Oil and Refined Products,true,23:00UTC
DWO,IFED,Option on Daily WTI 1-Month Calendar Spread,Energy,Crude Oil and Refined Products,true,23:00UTC
DSF,IFED,Option on Dominion South Fixed Price Future,Energy,Natural Gas,true,23:00UTC
FQP,IFED,Option on EP Permian Fixed Price Future,Energy,Natural Gas,true,23:00UTC
OPU,IFED,Option on EP San Juan Fixed Price Future,Energy,Natural Gas,true,23:00UTC
NDB,IFED,Option on ERCOT North 345KV Day-Ahead Peak Daily 80 MWh Fixed Price Future,Energy,Electricity,true,23:00UTC
EVN,IFED,Option on ERCOT North 345KV Day-Ahead Peak Fixed Price Future,Energy,Electricity,true,23:00UTC
ENO,IFED,Option on ERCOT North 345KV Hub Real-Time Peak Daily Look Back Fixed Price Future,Energy,Electricity,true,23:00UTC
ERN,IFED,Option on ERCOT North 345KV Real-Time Peak Fixed Price Future,Energy,Electricity,true,23:00UTC
SDH,IFED,Option on Henry LD1 Same Day Fixed Price Future,Energy,Natural Gas,true,23:00UTC
HHD,IFED,Option on Henry Swing Future,Energy,Natural Gas,true,23:00UTC
FQH,IFED,Option on HSC Fixed Price Future,Energy,Natural Gas,true,23:00UTC
NEN,IFED,Option on ISO New England Massachusetts Hub Day-Ahead Peak Calendar Year One Time Fixed Price Future,Energy,Electricity,true,23:00UTC
EDP,IFED,Option on ISO New England Massachusetts Hub Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,true,23:00UTC
NEP,IFED,Option on ISO New England Massachusetts Hub Day-Ahead Peak Fixed Price Future,Energy,Electricity,true,23:00UTC
MAF,IFED,Option on Malin Fixed Price Future,Energy,Natural Gas,true,23:00UTC
FQM,IFED,Option on Michcon Fixed Price Future,Energy,Natural Gas,true,23:00UTC
OMC,IFED,Option on Mid-Columbia Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,true,23:00UTC
MPD,IFED,Option on Mid-Columbia Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,true,23:00UTC
MDC,IFED,Option on Mid-Columbia Day-Ahead Peak Fixed Price Future,Energy,Electricity,true,23:00UTC
MDA,IFED,Option on MISO Indiana Hub Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,true,23:00UTC
