Code,Exchange,Product Name,Group,Subgroup,Option?,Close
GCU,IFEU,Fuel Oil Outright - Fuel Oil 1% FOB Med Cargoes (Platts) Balmo Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FFF,IFEU,Fuel Oil Outright - Fuel Oil 1% FOB Med Cargoes (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
CAR,IFEU,Fuel Oil Outright - Fuel Oil 1% FOB NWE Cargoes (Platts) Average Price Options,Energy,Crude Oil and Refined Products,true,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
FQK,IFEU,Fuel Oil Outright - Fuel Oil 1% FOB NWE Cargoes (Platts) Mini Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
CAT,IFEU,Fuel Oil Outright - Fuel Oil 1% FOB NWE Cargoes (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FOV,IFEU,Fuel Oil Outright - Fuel Oil 1% FOB Rotterdam Barges (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
SMK,IFEU,Fuel Oil Outright - Fuel Oil 180 CST Singapore (Platts) Balmo Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FOA,IFEU,Fuel Oil Outright - Fuel Oil 3.5% CIF Med Cargoes (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
14V,IFEU,Fuel Oil Outright - Fuel Oil 3.5% FOB Med Cargoes (Platts) Balmo Mini Future,Energy,Crude Oil and Refined Products,false,23:05UTC
FFG,IFEU,Fuel Oil Outright - Fuel Oil 3.5% FOB Med Cargoes (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
BAL,IFEU,Fuel Oil Outright - Fuel Oil 3.5% FOB Rotterdam Barges (Platts) Balmo Mini Future,Energy,Crude Oil and Refined Products,false,18:00UTC
SML,IFEU,Fuel Oil Outright - Fuel Oil 380 CST Singapore (Platts) Balmo Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
JDB,IFED,Fuel Oil Outright - Marine Fuel 0.5% Delivered US Atlantic Coast Barge (Platts) Future (in Bbls),Energy,Crude Oil and Refined Products,false,23:00UTC
MFK,IFED,Fuel Oil Outright - Marine Fuel 0.5% Delivered US Atlantic Coast Barges (Platts) Balmo Future (in MTs),Energy,Crude Oil and Refined Products,false,23:00UTC
MFJ,IFED,Fuel Oil Outright - Marine Fuel 0.5% Delivered US Atlantic Coast Barges (Platts) Future (in MTs),Energy,Crude Oil and Refined Products,false,23:00UTC
FNT,IFEU,Fuel Oil Outright - Marine Fuel 0.5% FOB Med Cargoes (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
FNS,IFEU,Fuel Oil Outright - Marine Fuel 0.5% FOB Med Cargoes (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FNU,IFEU,Fuel Oil Outright - Marine Fuel 0.5% FOB Med Cargoes (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:05UTC
MF3,IFEU,Fuel Oil Outright - Marine Fuel 0.5% FOB Rotterdam Barges (Platts) Average Price Options,Energy,Crude Oil and Refined Products,true,23:00UTC
MFU,IFEU,Fuel Oil Outright - Marine Fuel 0.5% FOB Rotterdam Barges (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FDL,IFEU,Fuel Oil Outright - Marine Fuel 0.5% FOB Rotterdam Barges (Platts) Balmo Mini Future,Energy,Crude Oil and Refined Products,false,23:05UTC
MF3,IFEU,Fuel Oil Outright - Marine Fuel 0.5% FOB Rotterdam Barges (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
MFY,IFEU,Fuel Oil Outright - Marine Fuel 0.5% FOB Rotterdam Barges (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,18:00UTC
MFV,IFEU,Fuel Oil Outright - Marine Fuel 0.5% FOB Singapore (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FDK,IFEU,Fuel Oil Outright - Marine Fuel 0.5% FOB Singapore (Platts) Balmo Mini Future,Energy,Crude Oil and Refined Products,false,23:05UTC
MF4,IFEU,Fuel Oil Outright - Marine Fuel 0.5% FOB Singapore (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
MFZ,IFEU,Fuel Oil Outright - Marine Fuel 0.5% FOB Singapore (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
MF9,IFED,Fuel Oil Outright - Marine Fuel 0.5% FOB USGC Barges (Platts) Average Price Options (in MTs),Energy,Crude Oil and Refined Products,true,23:00UTC
RBT,IFED,Fuel Oil Outright - Marine Fuel 0.5% FOB USGC Barges (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
MFL,IFED,Fuel Oil Outright - Marine Fuel 0.5% FOB USGC Barges (Platts) Balmo Future (in MTs),Energy,Crude Oil and Refined Products,false,23:00UTC
MF1,IFED,Fuel Oil Outright - Marine Fuel 0.5% FOB USGC Barges (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
MF9,IFED,Fuel Oil Outright - Marine Fuel 0.5% FOB USGC Barges (Platts) Future (in MTs),Energy,Crude Oil and Refined Products,false,23:00UTC
MFQ,IFED,Fuel Oil Outright - Marine Fuel 0.5% FOB USGC Barges (Platts) Mini Future (in MTs),Energy,Crude Oil and Refined Products,false,23:00UTC
MF4,IFEU,Fuel Oil Outright - Marine Fuel Oil 0.5% FOB Singapore (Platts) Average Price Options,Energy,Crude Oil and Refined Products,true,23:00UTC
ME9,IFEU,Fuel Oil Outright - Middle East Fuel Oil 180 CST FOB Arab Gulf (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
MEA,IFEU,Fuel Oil Outright - Middle East Fuel Oil 180 CST FOB Arab Gulf (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
ME1,IFEU,Fuel Oil Outright - Middle East Fuel Oil 180 CST FOB Arab Gulf (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
ME2,IFEU,Fuel Oil Outright - Middle East Fuel Oil 380 CST FOB Arab Gulf (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FOX,IFED,Fuel Oil Outright - New York 1% Fuel Oil Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FOW,IFED,Fuel Oil Outright - New York 1% Fuel Oil Future,Energy,Crude Oil and Refined Products,false,23:00UTC
14X,IFED,Fuel Oil Outright - New York 3.0% Fuel Oil (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
RBO,IFED,Fuel Oil Outright - USGC HSFO (Platts) Average Price Options,Energy,Crude Oil and Refined Products,true,23:00UTC
RBP,IFED,Fuel Oil Outright - USGC HSFO (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
RBO,IFED,Fuel Oil Outright - USGC HSFO (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
ME3,IFEU,Fuel Oil Outright-Middle East Fuel Oil 380 CST FOB Arab Gulf (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GCM,IFEU,Gasoil 0.1% CIF Med Cargoes Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GCX,IFEU,Gasoil 0.1% CIF NWE Cargoes Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
GCW,IFEU,Gasoil 0.1% CIF NWE Cargoes Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GOM,IFEU,Gasoil 0.1% FOB Med Cargoes Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GSB,IFEU,Gasoil 50ppm FOB Rotterdam Barges Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
GSA,IFEU,Gasoil 50ppm FOB Rotterdam Barges Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GSL,IFEU,Gasoil Arb - Singapore Gasoil (Platts) vs Low Sulphur Gasoil 1st Line Balmo Future (in Bbls),Energy,Crude Oil and Refined Products,false,23:00UTC
GEB,IFEU,Gasoil Crack - Gasoil 0.1% CIF NWE Cargoes vs Brent 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GRB,IFEU,Gasoil Crack - Gasoil 0.1% FOB ARA Barges (Platts) VS Brent 1ST Line Future (In MTS),Energy,Crude Oil and Refined Products,false,23:00UTC
GSC,IFEU,Gasoil Crack - Gasoil 50ppm FOB Rotterdam Barges vs Brent 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
ULD,IFEU,Gasoil Crack - Low Sulphur Gasoil 1st Line vs Brent 1st Line Average Price Options (in bbls),Energy,Crude Oil and Refined Products,true,23:05UTC
LVA,IFEU,Gasoil Crack - Low Sulphur Gasoil 1st Line vs Brent 1st Line Balmo Future (in Bbls),Energy,Crude Oil and Refined Products,false,23:00UTC
UL8,IFEU,Gasoil Crack - Low Sulphur Gasoil 1st Line vs Brent 1st Line Balmo Future (in MTs),Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
ULD,IFEU,Gasoil Crack - Low Sulphur Gasoil 1st Line vs Brent 1st Line Future (in Bbls),Energy,Crude Oil and Refined Products,false,23:00UTC
ULC,IFEU,Gasoil Crack - Low Sulphur Gasoil 1st Line vs Brent 1st Line Future (in MTs),Energy,Crude Oil and Refined Products,false,23:00UTC
LVB,IFEU,Gasoil Crack - Low Sulphur Gasoil 1st Line vs Brent 1st Line Mini Future (in bbls),Energy,Crude Oil and Refined Products,false,23:00UTC
SGB,IFEU,Gasoil Crack - Singapore Gasoil (Platts) vs Brent 1st Line Future,Energy,Crude Oil and Refined Products,false,23:05UTC
BAO,IFEU,Gasoil Crack - Singapore Gasoil (Platts) vs Dubai 1st Line (Platts) Average Price Options,Energy,Crude Oil and Refined Products,true,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
BAO,IFEU,Gasoil Crack - Singapore Gasoil (Platts) vs Dubai 1st Line (Platts) Future,Energy,Crude Oil and Refined Products,false,10:00UTC
,IFAD,Gasoil Crack - Singapore Gasoil (Platts) vs Murban 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
SFG,IFEU,Gasoil Crack - Singapore Gasoil 0.05% (Platts) vs Dubai 1st Line (Platts) Average Price Options,Energy,Crude Oil and Refined Products,true,22:05UTC
SFG,IFEU,Gasoil Crack - Singapore Gasoil 0.05% (Platts) vs Dubai 1st Line (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
ULW,IFEU,Gasoil Diff - Gasoil 0.1% CIF Med Cargoes vs Low Sulphur Gasoil 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
ULQ,IFEU,Gasoil Diff - Gasoil 0.1% CIF Med Cargoes vs Low Sulphur Gasoil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
ULX,IFEU,Gasoil Diff - Gasoil 0.1% CIF NWE Cargoes vs Low Sulphur Gasoil 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
ULT,IFEU,Gasoil Diff - Gasoil 0.1% CIF NWE Cargoes vs Low Sulphur Gasoil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
ULY,IFEU,Gasoil Diff - Gasoil 0.1% FOB ARA Barges (Platts) vs Low Sulphur Gasoil 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
ULR,IFEU,Gasoil Diff - Gasoil 0.1% FOB ARA Barges (Platts) vs Low Sulphur Gasoil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GDF,IFEU,Gasoil Diff - Gasoil 0.1% FOB ARA Barges (Platts) vs Marine Fuel 0.5% FOB Rotterdam Barges (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GSF,IFEU,Gasoil Diff - Gasoil 50ppm FOB Rotterdam Barges (Platts) VS Gasoil 0.1% FOB ARA Barges (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
UMF,IFEU,Gasoil Diff - Gasoil 50ppm FOB Rotterdam Barges (Platts) vs Low Sulphur Gasoil 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
ULH,IFEU,Gasoil Diff - Gasoil 50ppm FOB Rotterdam Barges vs Low Sulphur Gasoil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
UUM,IFEU,Gasoil Diff - Low Sulphur Gasoil 1-Month Calendar Spread Future,Energy,Crude Oil and Refined Products,false,23:00UTC
UUZ,IFEU,Gasoil Diff - Low Sulphur Gasoil 12-Month Calendar Spread Bullet Future,Energy,Crude Oil and Refined Products,true,23:00UTC
UUZ,IFEU,Gasoil Diff - Low Sulphur Gasoil 12-Month Calendar Spread Options,Energy,Crude Oil and Refined Products,true,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
GDD,IFEU,Gasoil Diff - Low Sulphur Gasoil 1st Line vs Marine Fuel 0.5% FOB Rotterdam Barges (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
BAP,IFEU,Gasoil Diff - Singapore Gasoil (Platts) vs Low Sulphur Gasoil 1st Line Future (in Bbls),Energy,Crude Oil and Refined Products,false,23:00UTC
GSX,IFEU,Gasoil Diff - Singapore Gasoil (Platts) vs Singapore 0.05% Gasoil (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GSW,IFEU,Gasoil Diff - Singapore Gasoil (Platts) vs Singapore Gasoil 0.05% (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
SWR,IFEU,Gasoil Diff - Singapore Gasoil 0.05% (Platts) vs Low Sulphur Gasoil 1st Line Balmo Future (in Bbls),Energy,Crude Oil and Refined Products,false,23:00UTC
SWW,IFEU,Gasoil Diff - Singapore Gasoil 0.05% (Platts) vs Low Sulphur Gasoil 1st Line Future (in Bbls),Energy,Crude Oil and Refined Products,false,23:00UTC
GCR,IFEU,Gasoil Outright - Gasoil 0.1% CIF Med Cargoes (Platts) Balmo Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GCP,IFEU,Gasoil Outright - Gasoil 0.1% CIF Med Cargoes (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GOS,IFEU,Gasoil Outright - Gasoil 0.1% CIF NWE Cargoes (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GOG,IFEU,Gasoil Outright - Gasoil 0.1% FOB ARA Barges (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
GOF,IFEU,Gasoil Outright - Gasoil 0.1% FOB ARA Barges (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GOR,IFEU,Gasoil Outright - Gasoil 0.1% FOB ARA Barges (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GON,IFEU,Gasoil Outright - Gasoil 0.1% FOB Med Cargoes (Platts) Balmo Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GOP,IFEU,Gasoil Outright - Gasoil 0.1% FOB Med Cargoes (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
ULV,IFEU,Gasoil Outright - Low Sulphur Gasoil 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
ULV,IFEU,Gasoil Outright - Low Sulphur Gasoil Average Price Balmo Options,Energy,Crude Oil and Refined Products,true,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
GCN,IFEU,Gasoil Outright - Middle East Gasoil FOB Arab Gulf (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GCQ,IFEU,Gasoil Outright - Middle East Gasoil FOB Arab Gulf (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GST,IFEU,Gasoil Outright - Singapore Gasoil (Platts) Average Price Options,Energy,Crude Oil and Refined Products,true,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
GSS,IFEU,Gasoil Outright - Singapore Gasoil (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,22:05UTC
GST,IFEU,Gasoil Outright - Singapore Gasoil (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GSY,IFEU,Gasoil Outright - Singapore Gasoil (Platts) Mini Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GSR,IFEU,Gasoil Outright - Singapore Gasoil (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
SWS,IFEU,Gasoil Outright - Singapore Gasoil 0.05% (Platts) Average Price Options,Energy,Crude Oil and Refined Products,true,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
SWT,IFEU,Gasoil Outright - Singapore Gasoil 0.05% (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,22:05UTC
SWS,IFEU,Gasoil Outright - Singapore Gasoil 0.05% (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
SWM,IFEU,Gasoil Outright - Singapore Gasoil 0.05% (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
SRS,IFEU,Gasoil Outright - Singapore Jet Kerosene (Platts) Average Price Options,Energy,Crude Oil and Refined Products,true,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
SMS,IFEU,Gasoline - Singapore Mogas 97 Unleaded (Platts) Future,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
AEA,IFEU,Gasoline Crack - Argus Eurobob Non-Oxy FOB Rotterdam Barges vs Brent 1st Line Future (in Bbls),Energy,Crude Oil and Refined Products,false,23:00UTC
AEB,IFEU,Gasoline Crack - Argus Eurobob Oxy FOB Rotterdam Barges vs Brent 1st Line Average Price Options,Energy,Crude Oil and Refined Products,true,23:00UTC
AES,IFEU,Gasoline Crack - Argus Eurobob Oxy FOB Rotterdam Barges vs Brent 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
AIR,IFEU,Gasoline Crack - Argus Eurobob Oxy FOB Rotterdam Barges vs Brent 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
EOB,IFEU,Gasoline Crack - Argus Eurobob Oxy FOB Rotterdam Barges vs Brent 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
RBQ,IFED,Gasoline Crack - RBOB Gasoline 1st Line vs Brent 1st Line Balmo Future (in Bbls),Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
RBR,IFED,Gasoline Crack - RBOB Gasoline 1st Line vs Brent 1st Line Future (in bbls),Energy,Crude Oil and Refined Products,false,23:00UTC
RBW,IFED,Gasoline Crack - RBOB Gasoline 1st Line vs WTI 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
STC,IFEU,Gasoline Crack - Singapore Mogas 92 Unleaded (Platts) vs Brent 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
,IFAD,Gasoline Crack - Singapore Mogas 92 Unleaded (Platts) vs Murban 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
AEL,IFEU,Gasoline Diff - Argus Eurobob Non-Oxy FOB Rotterdam Barges vs Argus Eurobob Oxy FOB Rotterdam Barges Future,Energy,Crude Oil and Refined Products,false,23:00UTC
EOO,IFEU,Gasoline Diff - Argus Eurobob Oxy FOB Rotterdam Barges vs Naphtha CIF NWE Cargoes (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GPR,IFED,Gasoline Diff - Group 3 Sub-Octane Gasoline (Platts) vs RBOB Gasoline 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GDL,IFED,Gasoline Diff - Group 3 Sub-octane Gasoline (Platts) vs RBOB Gasoline 1st Line Future,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
G3V,IFED,Gasoline Diff - Group 3 V-Grade Sub-Octane Gasoline (OPIS) vs RBOB Gasoline 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GDN,IFED,Gasoline Diff - Gulf Coast CBOB 87 Gasoline Prompt Pipeline (Platts) vs RBOB Gasoline 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
GDM,IFED,Gasoline Diff - Gulf Coast CBOB 87 Gasoline Prompt Pipeline (Platts) vs RBOB Gasoline 1st Line Future,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
GDU,IFED,Gasoline Diff - Gulf Coast Unl 87 Gasoline Prompt Pipeline (Platts) vs Argus Eurobob Oxy FOB Rotterdam Barges Future (349.86 conversion),Energy,Crude Oil and Refined Products,false,23:00UTC
UMM,IFED,Gasoline Diff - Gulf Coast Unl 87 Gasoline Prompt Pipeline (Platts) vs RBOB Gasoline 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
UM1,IFED,Gasoline Diff - Gulf Coast Unl 87 Gasoline Prompt Pipeline (Platts) vs RBOB Gasoline 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GDE,IFEU,Gasoline Diff - Premium Unleaded Gasoline 10ppm FOB Med Cargoes (Platts) vs Argus Eurobob Oxy FOB Rotterdam Barges Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GDA,IFEU,Gasoline Diff - Premium Unleaded Gasoline 10ppm FOB Med Cargoes (Platts) vs Argus Eurobob Oxy FOB Rotterdam Barges Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
RCM,IFED,Gasoline Diff - RBOB Gasoline 1-Month Calendar Spread Options,Energy,Crude Oil and Refined Products,true,23:00UTC
NOX,IFED,Gasoline Diff - RBOB Gasoline 1st Line vs Argus Eurobob Non-Oxy FOB Rotterdam Barges Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GDT,IFED,Gasoline Diff - RBOB Gasoline 1st Line vs Argus Eurobob Oxy FOB Rotterdam Barges Balmo Future,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
GDR,IFED,Gasoline Diff - RBOB Gasoline 1st Line vs Argus Eurobob Oxy FOB Rotterdam Barges Balmo Mini Future,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
GDQ,IFED,Gasoline Diff - RBOB Gasoline 1st Line vs Argus Eurobob Oxy FOB Rotterdam Barges Mini Future,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
GDJ,IFEU,Gasoline Diff - Singapore Mogas 92 Unleaded (Platts) vs Argus Eurobob Non-Oxy FOB Rotterdam Barges Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GDK,IFEU,Gasoline Diff - Singapore Mogas 92 Unleaded (Platts) vs Argus Eurobob Oxy FOB Rotterdam Barges Future,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
SMD,IFEU,Gasoline Diff - Singapore Mogas 95 Unleaded vs Singapore Mogas 92 Unleaded Future,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
SMC,IFEU,Gasoline Diff - Singapore Mogas 97 Unleaded vs Singapore Mogas 92 Unleaded Future,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
SMB,IFEU,Gasoline Diff - Singapore Mogas 97 Unleaded vs Singapore Mogas 95 Unleaded Future,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
BAN,IFEU,Gasoline Diff - Singapore Morgas 92 Unleaded (Platts) vs Singapore Naphtha (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
AEK,IFEU,Gasoline Outright - Argus Eurobob Non-Oxy FOB Rotterdam Barges Future,Energy,Crude Oil and Refined Products,false,23:00UTC
AEN,IFEU,Gasoline Outright - Argus Eurobob Oxy FOB Rotterdam Barges Balmo Mini Future,Energy,Crude Oil and Refined Products,false,23:05UTC
RIN,IFED,Gasoline Outright - D6 RINs (OPIS) Current Year Future,Energy,Crude Oil and Refined Products,false,23:00UTC
RIO,IFED,Gasoline Outright - D6 RINS (OPIS) Previous Year Future,Energy,Crude Oil and Refined Products,false,23:00UTC
AIT,IFEU,Gasoline Outright - Daily Argus Eurobob Oxy FOB Rotterdam Barges Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
JFD,IFEU,Gasoline Outright - E10 Eurobob FOB Rotterdam Barges (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
